"CAS_Number","Chemical_Name","Chemical_Grade","Chemical_Analysis_Method","Chemical_Purity_Mean_Op","Chemical_Purity_Mean_","Chemical_Purity_Min_Op","Chemical_Purity_Min_","Chemical_Purity_Max_Op","Chemical_Purity_Max_","Species_Scientific_Name","Species_Common_Name","Species_Group","Organism_Lifestage","Organism_Age_Mean_Op","Organism_Age_Mean","Organism_Age_Min_Op","Organism_Age_Min","Organism_Age_Max_Op","Organism_Age_Max","Organism_Age_Units","Exposure_Type","Media_Type","Test_Location","Number_of_Doses","Conc_1_Type_Author","Conc_1_Mean_Op_Author","Conc_1_Mean_Author","Conc_1_Min_Op_Author","Conc_Min_1_Author","Conc_1_Max_Op_Author","Conc_1_Max_Author","Conc_1_Units_Author","Conc_2_Type_Author","Conc_2_Mean_Op_Author","Conc_2_Mean_Author","Conc_2_Min_Op_Author","Conc_Min_2_Author","Conc_2_Max_Op_Author","Conc_2_Max_Author","Conc_2_Units_Author","Conc_3_Type_Author","Conc_3_Mean_Op_Author","Conc_3_Mean_Author","Conc_3_Min_Op_Author","Conc_Min_3_Author","Conc_3_Max_Op_Author","Conc_3_Max_Author","Conc_3_Units_Author","Effect","Effect_Measurement","Endpoint","Observed_Response_Mean_Op","Observed_Response_Mean","Observed_Response_Min_Op","Observed_Response_Min","Observed_Response_Max_Op","Observed_Response_Max","Result_Statistical_Method","Observed_Response_Value","Observed_Response_Units","Response_Site","Observed_Duration_Op_Days","Observed_Duration_Days","Observed_Duration_Min_Op_Days","Observed_Duration_Min_Days","Observed_Duration_Max_Op_Days","Observed_Duration_Max_Days","Observed_Duration_Units_Days","Author","Reference_Number","Title","Source","Publication_Year","","aq_ter"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pestanal grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Larva","","NR","","NR","","NR","Not reported","Food","No substrate","Field natural","2","Active ingredient","","5/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Orientation","LOEL","","5/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","","42","","NR","","NR","Day(s)","Colin,T., W.G. Meikle, X. Wu, and A.B. Barron",184376,"Traces of a Neonicotinoid Induce Precocious Foraging and Reduce Foraging Performance in Honey Bees","Environ. Sci. Technol.53(14): 8252-8261",2019,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pestanal grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Larva","","NR","","NR","","NR","Not reported","Food","No substrate","Field natural","2","Active ingredient","","5/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Orientation","LOEL","","5/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","","42","","NR","","NR","Day(s)","Colin,T., W.G. Meikle, X. Wu, and A.B. Barron",184376,"Traces of a Neonicotinoid Induce Precocious Foraging and Reduce Foraging Performance in Honey Bees","Environ. Sci. Technol.53(14): 8252-8261",2019,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pestanal grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Larva","","NR","","NR","","NR","Not reported","Food","No substrate","Field natural","2","Active ingredient","","5/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","5/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","","42","","NR","","NR","Day(s)","Colin,T., W.G. Meikle, X. Wu, and A.B. Barron",184376,"Traces of a Neonicotinoid Induce Precocious Foraging and Reduce Foraging Performance in Honey Bees","Environ. Sci. Technol.53(14): 8252-8261",2019,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","5","Formulation","","75","","NR","","NR","uM","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Physiology","Oxygen consumption","LOEL","","75","","NR","","NR",NA,NA,"uM","Mitochondria","",".0104","","NR","","NR","Day(s)","Nicodemo,D., M.A. Maioli, H.C.D. Medeiros, M. Guelfi, K.V.B. Balieira, D. De Jong, and F.E. Mingatto",183956,"Fipronil and Imidacloprid Reduce Honeybee Mitochondrial Activity","Environ. Toxicol. Chem.33(9): 2070-2075",2014,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","5","Formulation","","75","","NR","","NR","uM","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Biochemistry","Adenosine triphosphate","LOEL","","75","","NR","","NR",NA,NA,"uM","Mitochondria","",".0104","","NR","","NR","Day(s)","Nicodemo,D., M.A. Maioli, H.C.D. Medeiros, M. Guelfi, K.V.B. Balieira, D. De Jong, and F.E. Mingatto",183956,"Fipronil and Imidacloprid Reduce Honeybee Mitochondrial Activity","Environ. Toxicol. Chem.33(9): 2070-2075",2014,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Spray, unspecified","No substrate","Field natural","3","Active ingredient","","0.112","","NR","","NR","AI kg/ha","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Abundance","LOEL","","0.112","","NR","","NR",NA,NA,"AI kg/ha","Not reported","",".0208","","NR","","NR","Day(s)","Mayer,D.F., and J.D. Lunden",169047,"Effects of Imidacloprid Insecticide on Three Bee Pollinators","Hortic. Sci.29:93-97",1997,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Formulation","","0.28/","","NR/","","NR/","ng/ml diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Survival","LOEL","","0.28/","","NR/","","NR/",NA,NA,"ng/ml diet","Not reported","","NR",">","40","<","45","Day(s)","Mogren,C.L., J. Margotta, R.G. Danka, and K. Healy",184489,"Supplemental Carbohydrates Influence Abiotic Stress Resistance in Honey Bees","J. Apic. Res.57:682-689",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","9","","10","Day(s)","Diet, unspecified","No substrate","Lab","4","Formulation","","0.25","","NR","","NR","ng/3 ul diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Acquired task","LOEL","","0.25","","NR","","NR",NA,NA,"ng/3 ul diet","Not reported","","NR","",".0417","",".0938","Day(s)","Gonalons,C., and W.M. Farina",184207,"Effects of Sublethal Doses of Imidacloprid on Young Adult Honeybee Behaviour","PLoS One10(10): 15 p.",2015,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","9","","10","Day(s)","Diet, unspecified","No substrate","Lab","4","Formulation","","0.25","","NR","","NR","ng/3 ul diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","LOEL","","0.25","","NR","","NR",NA,NA,"ng/3 ul diet","Not reported","","1","","NR","","NR","Day(s)","Gonalons,C., and W.M. Farina",184207,"Effects of Sublethal Doses of Imidacloprid on Young Adult Honeybee Behaviour","PLoS One10(10): 15 p.",2015,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","11","Active ingredient","","0.25","","NR","","NR","AI ug/ml diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","LOEL","","0.25","","NR","","NR",NA,NA,"AI ug/ml diet","Not reported","","10","","NR","","NR","Day(s)","Department for Environment Food and Rural Affairs",184753,"Assessment of the Risk Posed to Honeybees by Systemic Pesticides","Project No. PS2322, Department for Environment, Food and Rural Affairs, London, UK:20p.",2007,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","2","","NR","","NR","Day(s)","Food","No substrate","Lab","2","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Avoidance","Stimulus avoidance","LOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","12","","NR","","NR","Day(s)","Ramirez-Romero,R., N. Desneux, A. Decourtye, A. Chaffiol, and M.H. Pham-Delegue",101953,"Does Cry1Ab Protein Affect Learning Performances of the Honey Bee Apis mellifera L. (Hymenoptera, Apidae)?","Ecotoxicol. Environ. Saf.70:327-333",2008,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Environmental, unspecified","Natural soil","Field natural","2","Formulation","","0.50/","","NR/","","NR/","lb/acre","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","0.50/","","NR/","","NR/",NA,NA,"lb/acre","Not reported","","1","","NR","","NR","Day(s)","Chen,X.D., T.A. Gill, K.S. Pelz-Stelinski, and L.L. Stelinski",175348,"Risk Assessment of Various Insecticides Used for Management of Asian Citrus Psyllid, Diaphorina citri in Florida Citrus, Against Honey Bee, Apis mellifera","Ecotoxicology26(3): 351-359",2017,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","20","","NR","","NR","Day(s)","Dermal","No substrate","Lab","3","Active ingredient","","0.0001252","","NR","","NR","AI ug/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Distance moved, change in direct movement","LOEL","","0.0001252","","NR","","NR",NA,NA,"AI ug/org","Not reported","",".1667","","NR","","NR","Day(s)","Lunardi,J.S., R. Zaluski, and R.O. Orsi",184345,"Evaluation of Motor Changes and Toxicity of Insecticides Fipronil and Imidacloprid in Africanized Honey Bees (Hymenoptera: Apidae)","Sociobiology64(1): 50-56",2017,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","0.214",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","3","","NR","","NR","Day(s)","Food","No substrate","Lab","4","Formulation","","55.5","","NR","","NR","mg/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Enzyme(s)","Cytochrome P-450","LOEL","","55.5","","NR","","NR",NA,NA,"mg/L diet","Midgut or midgut gland","","2","","NR","","NR","Day(s)","Zhu,Y.C., J. Yao, J. Adamczyk, and R. Luttrell",178740,"Feeding Toxicity and Impact of Imidacloprid Formulation and Mixtures with Six Representative Pesticides at Residue Concentrations on Honey Bee Physiology (Apis mellifera)","PLoS One12(6): 19 p.",2017,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Topical, general","No substrate","Lab","5","Active ingredient","","1.25","","NR","","NR","ng/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Distance moved, change in direct movement","LOEL","","1.25","","NR","","NR",NA,NA,"ng/org","Not reported","",".0104","","NR","","NR","Day(s)","Armengaud,C., M. Lambin, and M. Gauthier",168909,"Effects of Imidacloprid on the Neural Processes of Memory in Honey Bees","In: J.Devillers and M.H.Pham-Delegue (Eds.), Honey Bees:  Estimating the Environemental Impact of Chemicals, Taylor and Francis, London, U.K.:85-100",2002,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","3","Formulation","","125/","","NR/","","NR/","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","LOEL","","125/","","NR/","","NR/",NA,NA,"ug/L diet","Not reported","","12","","NR","","NR","Day(s)","Collison,E.J., H. Hird, C.R. Tyler, and J.E. Cresswell",183815,"Effects of Neonicotinoid Exposure on Molecular and Physiological Indicators of Honey Bee Immunocompetence","Apidologie49(2): 196-208",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","Filter paper","Lab","2","Active ingredient","","25/","","NR/","","NR/","AI g/ha","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","25/","","NR/","","NR/",NA,NA,"AI g/ha","Not reported","",".25","","NR","","NR","Day(s)","Vinothkumar,B., N. Kumaran, N. Boomathi, P.A. Saravanan, and S. Kuttalam",187215,"Toxicity of Spirotetramat 150 OD to Honeybees","Madras Agric. J.97(1/3): 86-87",2010,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","Filter paper","Lab","2","Active ingredient","","25/","","NR/","","NR/","AI g/ha","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","25/","","NR/","","NR/",NA,NA,"AI g/ha","Not reported","",".5","","NR","","NR","Day(s)","Vinothkumar,B., N. Kumaran, N. Boomathi, P.A. Saravanan, and S. Kuttalam",187215,"Toxicity of Spirotetramat 150 OD to Honeybees","Madras Agric. J.97(1/3): 86-87",2010,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","Filter paper","Lab","2","Active ingredient","","25/","","NR/","","NR/","AI g/ha","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","25/","","NR/","","NR/",NA,NA,"AI g/ha","Not reported","","1","","NR","","NR","Day(s)","Vinothkumar,B., N. Kumaran, N. Boomathi, P.A. Saravanan, and S. Kuttalam",187215,"Toxicity of Spirotetramat 150 OD to Honeybees","Madras Agric. J.97(1/3): 86-87",2010,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","7","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","LOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","NR","","14","","15","Day(s)","Decourtye,A., E. Lacassie, and M.H. Pham-Delegue",101957,"Learning Performances of Honeybees (Apis mellifera L.) are Differentially Affected by Imidacloprid According to the Season","Pest Manag. Sci.59(3): 269-278",2003,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","2","Formulation","","0.001/","","NR/","","NR/","M","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Physiology","Conductivity","LOEL","","0.001/","","NR/","","NR/",NA,NA,"M","Not reported","",".0003","","NR","","NR","Day(s)","Deglise,P., B. Grunewald, and M. Gauthier",183943,"The Insecticide Imidacloprid is a Partial Agonist of the Nicotinic Receptor of Honeybee Kenyon Cells","Neurosci. Lett.321(1-2): 13-16",2002,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","94.2","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Distance moved, change in direct movement","LOEL","","94.2","","NR","","NR",NA,NA,"ppb diet","Not reported","","21","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","32.9","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food storage","LOEL","","32.9","","NR","","NR",NA,NA,"ppb diet","Not reported","","21","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","6.4","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Reproduction","Progeny counts/numbers","LOEL","","6.4","","NR","","NR",NA,NA,"ppb diet","Not reported","","14","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","6.4","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Reproduction","Progeny counts/numbers","LOEL","","6.4","","NR","","NR",NA,NA,"ppb diet","Not reported","","21","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","32.9","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Reproduction","Progeny counts/numbers","LOEL","","32.9","","NR","","NR",NA,NA,"ppb diet","Not reported","","7","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","2","Formulation","","0.0083/","","NR/","","NR/","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Enzyme(s)","Carboxylesterase","LOEL","","0.0083/","","NR/","","NR/",NA,NA,"ng/org/d","Midgut or midgut gland","","8","","NR","","NR","Day(s)","Dussaubat,C., A. Maisonnasse, D. Crauser, S. Tchamitchian, M. Bonnet, M. Cousin, A. Kretzschmar, J.L. Brunet, and Y. Le",184199,"Combined Neonicotinoid Pesticide and Parasite Stress Alter Honeybee Queens' Physiology and Survival","Sci. Rep.6:7",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","2","Formulation","","0.0083/","","NR/","","NR/","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Enzyme(s)","Glutathione S-transferase","LOEL","","0.0083/","","NR/","","NR/",NA,NA,"ng/org/d","Head","","8","","NR","","NR","Day(s)","Dussaubat,C., A. Maisonnasse, D. Crauser, S. Tchamitchian, M. Bonnet, M. Cousin, A. Kretzschmar, J.L. Brunet, and Y. Le",184199,"Combined Neonicotinoid Pesticide and Parasite Stress Alter Honeybee Queens' Physiology and Survival","Sci. Rep.6:7",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","2","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Search/explore/forage behavior","LOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","4","","NR","","NR","Day(s)","Ramirez-Romero,R., J. Chaufaux, and M.H. Pham-Delegue",102527,"Effects of Cry1Ab Protoxin, Deltamethrin and Imidacloprid on the Foraging Activity and the Learning Performances of the Honeybee Apis mellifera, a Comparative Approach","Apidologie36(4): 601-611",2005,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","2","","3","Day(s)","Diet, unspecified","No substrate","Lab","4","Formulation","","0.25","","NR","","NR","ng/3 ul diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Acquired task","LOEL","","0.25","","NR","","NR",NA,NA,"ng/3 ul diet","Not reported","",".1076","","NR","","NR","Day(s)","Gonalons,C., and W.M. Farina",184207,"Effects of Sublethal Doses of Imidacloprid on Young Adult Honeybee Behaviour","PLoS One10(10): 15 p.",2015,NA,"Terrestrial"
